Order Date,Region,Category,Channel,Units Sold,Unit Price,Sales,Cost,Profit,Year,Month,Month Name,Quarter,Profit Margin %
2024-12-25,South,Electronics,Retail Store,6,230.01,1380.06,1050.95,329.11,2024,12,Dec,4,23.85
2024-12-25,Central,Groceries,Retail Store,12,23.51,282.12,194.94,87.18,2024,12,Dec,4,30.9
2024-12-25,East,Groceries,Retail Store,9,26.46,238.14,182.99,55.15,2024,12,Dec,4,23.16
2024-12-25,East,Electronics,Retail Store,3,222.42,667.26,522.02,145.24,2024,12,Dec,4,21.77
2024-12-25,North,Electronics,Online,1,200.46,200.46,143.38,57.08,2024,12,Dec,4,28.47
2024-12-25,East,Groceries,Distributor,2,20.16,40.32,27.69,12.63,2024,12,Dec,4,31.32
2024-12-25,North,Home & Kitchen,Retail Store,1,59.47,59.47,40.27,19.2,2024,12,Dec,4,32.29
2024-12-25,East,Home & Kitchen,Distributor,1,70.82,70.82,51.0,19.82,2024,12,Dec,4,27.99
2024-12-25,Central,Sports & Fitness,Online,3,60.19,180.57,145.73,34.84,2024,12,Dec,4,19.29
2024-12-26,West,Electronics,Retail Store,1,194.23,194.23,130.43,63.8,2024,12,Dec,4,32.85
2024-12-26,North,Groceries,Online,2,19.8,39.6,26.29,13.31,2024,12,Dec,4,33.61
2024-12-26,North,Home & Kitchen,Retail Store,2,79.69,159.38,133.54,25.84,2024,12,Dec,4,16.21
2024-12-26,West,Electronics,Online,3,167.85,503.55,427.01,76.54,2024,12,Dec,4,15.2
2024-12-26,North,Home & Kitchen,Retail Store,2,60.84,121.68,103.2,18.48,2024,12,Dec,4,15.19
2024-12-26,East,Electronics,Online,3,230.79,692.37,467.2,225.17,2024,12,Dec,4,32.52
2024-12-26,West,Groceries,Online,6,28.56,171.36,129.0,42.36,2024,12,Dec,4,24.72
2024-12-26,East,Apparel,Online,2,44.14,88.28,71.55,16.73,2024,12,Dec,4,18.95
2024-12-26,North,Groceries,Online,5,26.0,130.0,111.92,18.08,2024,12,Dec,4,13.91
2024-12-26,East,Home & Kitchen,Retail Store,3,71.71,215.13,183.17,31.96,2024,12,Dec,4,14.86
2024-12-26,South,Groceries,Online,2,23.71,47.42,40.45,6.97,2024,12,Dec,4,14.7
2024-12-26,West,Apparel,Online,3,50.77,152.31,99.99,52.32,2024,12,Dec,4,34.35
2024-12-26,West,Home & Kitchen,Online,4,80.9,323.6,218.55,105.05,2024,12,Dec,4,32.46
2024-12-26,South,Sports & Fitness,Online,3,59.87,179.61,123.17,56.44,2024,12,Dec,4,31.42
2024-12-26,North,Electronics,Online,4,231.49,925.96,676.2,249.76,2024,12,Dec,4,26.97
2024-12-26,South,Groceries,Online,2,22.61,45.22,33.87,11.35,2024,12,Dec,4,25.1
2024-12-26,East,Apparel,Online,1,57.15,57.15,39.11,18.04,2024,12,Dec,4,31.57
2024-12-26,South,Electronics,Retail Store,1,211.53,211.53,160.49,51.04,2024,12,Dec,4,24.13
2024-12-26,South,Home & Kitchen,Retail Store,1,66.42,66.42,49.31,17.11,2024,12,Dec,4,25.76
2024-12-26,East,Electronics,Online,5,163.12,815.6,700.61,114.99,2024,12,Dec,4,14.1
2024-12-26,Central,Apparel,Distributor,7,53.57,374.99,322.24,52.75,2024,12,Dec,4,14.07
2024-12-26,North,Home & Kitchen,Online,1,71.91,71.91,60.69,11.22,2024,12,Dec,4,15.6
2024-12-26,East,Electronics,Online,3,222.46,667.38,503.53,163.85,2024,12,Dec,4,24.55
2024-12-26,South,Electronics,Online,1,153.07,153.07,102.24,50.83,2024,12,Dec,4,33.21
2024-12-26,North,Apparel,Online,3,41.49,124.47,82.12,42.35,2024,12,Dec,4,34.02
2024-12-27,West,Electronics,Retail Store,2,186.97,373.94,294.42,79.52,2024,12,Dec,4,21.27
2024-12-27,Central,Electronics,Online,1,205.69,205.69,152.84,52.85,2024,12,Dec,4,25.69
2024-12-27,North,Electronics,Online,1,208.27,208.27,153.08,55.19,2024,12,Dec,4,26.5
2024-12-27,Central,Electronics,Online,2,232.34,464.68,317.52,147.16,2024,12,Dec,4,31.67
2024-12-27,North,Electronics,Online,3,222.86,668.58,452.6,215.98,2024,12,Dec,4,32.3
2024-12-27,Central,Groceries,Distributor,2,26.62,53.24,39.03,14.21,2024,12,Dec,4,26.69
2024-12-27,West,Apparel,Online,7,49.62,347.34,250.23,97.11,2024,12,Dec,4,27.96
2024-12-27,West,Groceries,Retail Store,1,21.24,21.24,15.76,5.48,2024,12,Dec,4,25.8
2024-12-27,Central,Apparel,Retail Store,2,45.56,91.12,59.86,31.26,2024,12,Dec,4,34.31
2024-12-27,Central,Apparel,Online,1,42.15,42.15,27.51,14.64,2024,12,Dec,4,34.73
2024-12-27,East,Home & Kitchen,Retail Store,2,64.57,129.14,112.94,16.2,2024,12,Dec,4,12.54
2024-12-27,East,Apparel,Distributor,3,48.7,146.1,114.82,31.28,2024,12,Dec,4,21.41
2024-12-27,North,Apparel,Retail Store,6,53.19,319.14,215.49,103.65,2024,12,Dec,4,32.48
2024-12-27,Central,Electronics,Retail Store,5,196.55,982.75,822.7,160.05,2024,12,Dec,4,16.29
2024-12-27,East,Groceries,Online,2,18.22,36.44,26.93,9.51,2024,12,Dec,4,26.1
2024-12-28,East,Groceries,Online,10,27.51,275.1,192.76,82.34,2024,12,Dec,4,29.93
2024-12-28,Central,Groceries,Retail Store,3,20.46,61.38,41.97,19.41,2024,12,Dec,4,31.62
2024-12-28,West,Home & Kitchen,Online,5,58.53,292.65,214.19,78.46,2024,12,Dec,4,26.81
2024-12-28,South,Apparel,Online,10,38.01,380.1,282.82,97.28,2024,12,Dec,4,25.59
2024-12-28,North,Apparel,Retail Store,5,55.15,275.75,188.78,86.97,2024,12,Dec,4,31.54
2024-12-28,West,Electronics,Online,3,194.55,583.65,435.96,147.69,2024,12,Dec,4,25.3
2024-12-28,South,Home & Kitchen,Online,1,81.76,81.76,54.41,27.35,2024,12,Dec,4,33.45
2024-12-28,South,Groceries,Online,1,23.46,23.46,20.56,2.9,2024,12,Dec,4,12.36
2024-12-28,Central,Sports & Fitness,Online,6,58.9,353.4,262.56,90.84,2024,12,Dec,4,25.7
2024-12-28,North,Apparel,Online,3,54.54,163.62,117.82,45.8,2024,12,Dec,4,27.99
2024-12-28,North,Groceries,Online,7,25.54,178.78,126.1,52.68,2024,12,Dec,4,29.47
2024-12-28,North,Home & Kitchen,Distributor,4,69.08,276.32,180.46,95.86,2024,12,Dec,4,34.69
2024-12-28,South,Apparel,Retail Store,5,48.1,240.5,166.67,73.83,2024,12,Dec,4,30.7
2024-12-28,South,Apparel,Online,3,48.5,145.5,112.93,32.57,2024,12,Dec,4,22.38
2024-12-28,South,Groceries,Online,4,24.41,97.64,81.48,16.16,2024,12,Dec,4,16.55
2024-12-28,East,Electronics,Distributor,2,193.84,387.68,255.43,132.25,2024,12,Dec,4,34.11
2024-12-29,North,Electronics,Distributor,4,229.17,916.68,720.26,196.42,2024,12,Dec,4,21.43
2024-12-29,West,Home & Kitchen,Distributor,2,76.86,153.72,114.54,39.18,2024,12,Dec,4,25.49
2024-12-29,East,Groceries,Online,3,20.42,61.26,39.84,21.42,2024,12,Dec,4,34.97
2024-12-29,North,Electronics,Online,1,222.22,222.22,186.54,35.68,2024,12,Dec,4,16.06
2024-12-29,North,Electronics,Online,1,211.52,211.52,157.25,54.27,2024,12,Dec,4,25.66
2024-12-29,East,Home & Kitchen,Online,4,67.85,271.4,195.53,75.87,2024,12,Dec,4,27.96
2024-12-29,South,Apparel,Retail Store,3,56.63,169.89,133.78,36.11,2024,12,Dec,4,21.25
2024-12-29,West,Electronics,Retail Store,3,217.51,652.53,541.72,110.81,2024,12,Dec,4,16.98
2024-12-29,East,Apparel,Retail Store,7,56.52,395.64,257.56,138.08,2024,12,Dec,4,34.9
2024-12-29,West,Apparel,Online,3,42.2,126.6,96.64,29.96,2024,12,Dec,4,23.67
2024-12-29,West,Home & Kitchen,Online,2,76.23,152.46,122.09,30.37,2024,12,Dec,4,19.92
2024-12-29,Central,Home & Kitchen,Online,1,79.24,79.24,57.3,21.94,2024,12,Dec,4,27.69
2024-12-29,West,Sports & Fitness,Online,3,51.73,155.19,125.54,29.65,2024,12,Dec,4,19.11
2024-12-29,North,Apparel,Distributor,4,36.42,145.68,95.12,50.56,2024,12,Dec,4,34.71
2024-12-29,West,Groceries,Retail Store,1,19.87,19.87,15.72,4.15,2024,12,Dec,4,20.89
2024-12-29,Central,Home & Kitchen,Online,5,62.43,312.15,248.07,64.08,2024,12,Dec,4,20.53
2024-12-29,South,Electronics,Retail Store,4,146.55,586.2,507.32,78.88,2024,12,Dec,4,13.46
2024-12-29,Central,Sports & Fitness,Online,5,45.06,225.3,180.35,44.95,2024,12,Dec,4,19.95
2024-12-29,East,Sports & Fitness,Online,2,54.57,109.14,94.61,14.53,2024,12,Dec,4,13.31
2024-12-29,Central,Electronics,Online,1,188.19,188.19,131.32,56.87,2024,12,Dec,4,30.22
2024-12-29,South,Sports & Fitness,Online,4,56.44,225.76,171.87,53.89,2024,12,Dec,4,23.87
2024-12-29,Central,Groceries,Retail Store,3,19.82,59.46,47.8,11.66,2024,12,Dec,4,19.61
2024-12-30,South,Groceries,Distributor,2,21.07,42.14,36.92,5.22,2024,12,Dec,4,12.39
2024-12-30,East,Apparel,Online,9,49.64,446.76,349.72,97.04,2024,12,Dec,4,21.72
2024-12-30,East,Home & Kitchen,Retail Store,4,64.33,257.32,214.0,43.32,2024,12,Dec,4,16.84
2024-12-30,East,Groceries,Distributor,2,24.11,48.22,39.71,8.51,2024,12,Dec,4,17.65
2024-12-30,East,Apparel,Distributor,2,55.84,111.68,78.59,33.09,2024,12,Dec,4,29.63
2024-12-30,East,Apparel,Retail Store,4,41.26,165.04,141.76,23.28,2024,12,Dec,4,14.11
2024-12-30,North,Groceries,Online,2,25.47,50.94,40.48,10.46,2024,12,Dec,4,20.53
2024-12-30,South,Sports & Fitness,Distributor,5,57.08,285.4,216.32,69.08,2024,12,Dec,4,24.2
2024-12-30,West,Electronics,Online,2,162.8,325.6,219.52,106.08,2024,12,Dec,4,32.58
2024-12-30,West,Sports & Fitness,Online,13,62.61,813.93,538.57,275.36,2024,12,Dec,4,33.83
2024-12-30,North,Groceries,Online,2,18.19,36.38,24.72,11.66,2024,12,Dec,4,32.05
2024-12-30,West,Electronics,Retail Store,3,180.67,542.01,471.34,70.67,2024,12,Dec,4,13.04
2024-12-30,East,Electronics,Distributor,5,189.36,946.8,682.07,264.73,2024,12,Dec,4,27.96
2024-12-30,North,Sports & Fitness,Retail Store,5,64.01,320.05,274.01,46.04,2024,12,Dec,4,14.39
2024-12-30,North,Electronics,Distributor,2,177.99,355.98,282.67,73.31,2024,12,Dec,4,20.59
2024-12-30,Central,Groceries,Online,5,19.14,95.7,66.03,29.67,2024,12,Dec,4,31.0
2024-12-30,West,Groceries,Online,11,23.47,258.17,177.07,81.1,2024,12,Dec,4,31.41
2024-12-30,North,Groceries,Online,8,20.95,167.6,133.23,34.37,2024,12,Dec,4,20.51
2024-12-30,North,Apparel,Retail Store,1,43.7,43.7,36.32,7.38,2024,12,Dec,4,16.89
2024-12-30,North,Electronics,Distributor,1,218.9,218.9,151.24,67.66,2024,12,Dec,4,30.91
2024-12-30,South,Home & Kitchen,Distributor,1,74.38,74.38,49.2,25.18,2024,12,Dec,4,33.85
2024-12-31,West,Apparel,Retail Store,3,38.28,114.84,96.58,18.26,2024,12,Dec,4,15.9
2024-12-31,Central,Groceries,Online,1,22.53,22.53,15.65,6.88,2024,12,Dec,4,30.54
2024-12-31,Central,Sports & Fitness,Online,4,51.43,205.72,164.02,41.7,2024,12,Dec,4,20.27
2024-12-31,North,Home & Kitchen,Online,2,65.61,131.22,110.01,21.21,2024,12,Dec,4,16.16
2024-12-31,Central,Electronics,Retail Store,1,188.58,188.58,129.02,59.56,2024,12,Dec,4,31.58
2024-12-31,South,Sports & Fitness,Online,6,68.77,412.62,351.28,61.34,2024,12,Dec,4,14.87
2024-12-31,North,Sports & Fitness,Online,7,62.68,438.76,367.67,71.09,2024,12,Dec,4,16.2
2024-12-31,North,Home & Kitchen,Retail Store,1,73.69,73.69,57.3,16.39,2024,12,Dec,4,22.24
2024-12-31,North,Apparel,Online,7,37.91,265.37,225.92,39.45,2024,12,Dec,4,14.87
2024-12-31,East,Sports & Fitness,Online,6,50.78,304.68,254.63,50.05,2024,12,Dec,4,16.43
2024-12-31,North,Electronics,Online,1,206.52,206.52,151.16,55.36,2024,12,Dec,4,26.81
2024-12-31,Central,Sports & Fitness,Retail Store,1,48.58,48.58,33.86,14.72,2024,12,Dec,4,30.3
2024-12-31,East,Sports & Fitness,Retail Store,3,57.2,171.6,123.88,47.72,2024,12,Dec,4,27.81
2024-12-31,North,Electronics,Online,3,223.4,670.2,522.12,148.08,2024,12,Dec,4,22.09
2024-12-31,South,Home & Kitchen,Online,5,58.6,293.0,220.13,72.87,2024,12,Dec,4,24.87
2024-12-31,East,Home & Kitchen,Distributor,9,54.26,488.34,417.07,71.27,2024,12,Dec,4,14.59
2024-12-31,North,Home & Kitchen,Retail Store,4,52.99,211.96,149.44,62.52,2024,12,Dec,4,29.5
2024-12-31,Central,Apparel,Online,1,50.42,50.42,33.3,17.12,2024,12,Dec,4,33.95
2024-12-31,West,Groceries,Online,7,22.3,156.1,134.54,21.56,2024,12,Dec,4,13.81
2025-01-01,South,Groceries,Online,1,20.05,20.05,15.93,4.12,2025,1,Jan,1,20.55
2025-01-01,South,Groceries,Distributor,3,23.58,70.74,58.15,12.59,2025,1,Jan,1,17.8
2025-01-01,West,Apparel,Retail Store,1,38.72,38.72,28.14,10.58,2025,1,Jan,1,27.32
2025-01-01,West,Electronics,Online,1,226.14,226.14,197.59,28.55,2025,1,Jan,1,12.62
2025-01-01,North,Groceries,Retail Store,10,21.38,213.8,177.19,36.61,2025,1,Jan,1,17.12
2025-01-01,West,Apparel,Online,2,42.71,85.42,60.66,24.76,2025,1,Jan,1,28.99
2025-01-01,South,Home & Kitchen,Online,2,73.65,147.3,126.03,21.27,2025,1,Jan,1,14.44
2025-01-01,East,Apparel,Online,3,57.35,172.05,123.21,48.84,2025,1,Jan,1,28.39
2025-01-01,Central,Apparel,Distributor,7,57.26,400.82,349.13,51.69,2025,1,Jan,1,12.9
2025-01-01,West,Groceries,Retail Store,1,22.42,22.42,17.06,5.36,2025,1,Jan,1,23.91
2025-01-01,Central,Sports & Fitness,Retail Store,6,70.66,423.96,300.65,123.31,2025,1,Jan,1,29.09
2025-01-01,South,Apparel,Retail Store,1,57.82,57.82,38.25,19.57,2025,1,Jan,1,33.85
2025-01-01,Central,Electronics,Online,1,168.78,168.78,129.32,39.46,2025,1,Jan,1,23.38
2025-01-02,North,Electronics,Online,3,227.09,681.27,542.26,139.01,2025,1,Jan,1,20.4
2025-01-02,East,Home & Kitchen,Online,2,66.25,132.5,102.86,29.64,2025,1,Jan,1,22.37
2025-01-02,West,Sports & Fitness,Online,6,56.35,338.1,279.81,58.29,2025,1,Jan,1,17.24
2025-01-02,North,Groceries,Distributor,1,24.04,24.04,20.76,3.28,2025,1,Jan,1,13.64
2025-01-02,West,Home & Kitchen,Distributor,6,66.8,400.8,261.48,139.32,2025,1,Jan,1,34.76
2025-01-02,North,Groceries,Retail Store,3,20.04,60.12,41.65,18.47,2025,1,Jan,1,30.72
2025-01-02,East,Apparel,Distributor,2,53.63,107.26,71.28,35.98,2025,1,Jan,1,33.54
2025-01-02,Central,Apparel,Retail Store,3,48.99,146.97,108.11,38.86,2025,1,Jan,1,26.44
2025-01-02,South,Apparel,Retail Store,2,43.17,86.34,62.0,24.34,2025,1,Jan,1,28.19
2025-01-02,West,Home & Kitchen,Retail Store,13,83.06,1079.78,929.0,150.78,2025,1,Jan,1,13.96
2025-01-02,South,Home & Kitchen,Retail Store,5,77.59,387.95,304.85,83.1,2025,1,Jan,1,21.42
2025-01-02,West,Sports & Fitness,Online,4,59.5,238.0,189.76,48.24,2025,1,Jan,1,20.27
2025-01-02,Central,Sports & Fitness,Distributor,2,65.87,131.74,99.99,31.75,2025,1,Jan,1,24.1
2025-01-02,Central,Apparel,Online,1,53.61,53.61,39.99,13.62,2025,1,Jan,1,25.41
2025-01-02,Central,Groceries,Retail Store,1,26.33,26.33,20.79,5.54,2025,1,Jan,1,21.04
2025-01-02,East,Sports & Fitness,Online,1,55.85,55.85,43.86,11.99,2025,1,Jan,1,21.47
2025-01-02,South,Electronics,Retail Store,6,158.12,948.72,628.42,320.3,2025,1,Jan,1,33.76
2025-01-02,West,Home & Kitchen,Online,3,79.29,237.87,159.54,78.33,2025,1,Jan,1,32.93
2025-01-02,West,Apparel,Retail Store,6,53.33,319.98,231.25,88.73,2025,1,Jan,1,27.73
2025-01-02,Central,Apparel,Online,2,55.37,110.74,86.18,24.56,2025,1,Jan,1,22.18
2025-01-02,East,Groceries,Retail Store,6,19.17,115.02,96.89,18.13,2025,1,Jan,1,15.76
2025-01-02,South,Groceries,Distributor,2,28.58,57.16,49.22,7.94,2025,1,Jan,1,13.89
2025-01-03,North,Groceries,Online,3,18.46,55.38,41.35,14.03,2025,1,Jan,1,25.33
2025-01-03,North,Sports & Fitness,Online,4,58.1,232.4,176.36,56.04,2025,1,Jan,1,24.11
2025-01-03,South,Home & Kitchen,Retail Store,3,74.92,224.76,173.69,51.07,2025,1,Jan,1,22.72
2025-01-03,East,Sports & Fitness,Retail Store,4,65.63,262.52,212.33,50.19,2025,1,Jan,1,19.12
2025-01-03,North,Groceries,Distributor,4,25.99,103.96,90.81,13.15,2025,1,Jan,1,12.65
2025-01-03,North,Electronics,Distributor,3,182.53,547.59,373.38,174.21,2025,1,Jan,1,31.81
2025-01-03,North,Electronics,Retail Store,2,232.29,464.58,319.72,144.86,2025,1,Jan,1,31.18
2025-01-03,East,Home & Kitchen,Retail Store,8,62.85,502.8,329.29,173.51,2025,1,Jan,1,34.51
2025-01-03,East,Apparel,Distributor,2,43.34,86.68,63.8,22.88,2025,1,Jan,1,26.4
2025-01-03,West,Electronics,Retail Store,3,165.06,495.18,426.45,68.73,2025,1,Jan,1,13.88
2025-01-03,South,Home & Kitchen,Online,1,70.54,70.54,60.0,10.54,2025,1,Jan,1,14.94
2025-01-03,East,Apparel,Retail Store,17,36.53,621.01,544.71,76.3,2025,1,Jan,1,12.29
2025-01-03,Central,Home & Kitchen,Retail Store,3,59.73,179.19,156.81,22.38,2025,1,Jan,1,12.49
2025-01-03,South,Apparel,Online,2,52.57,105.14,89.43,15.71,2025,1,Jan,1,14.94
2025-01-03,South,Electronics,Distributor,9,156.97,1412.73,1131.43,281.3,2025,1,Jan,1,19.91
2025-01-03,East,Apparel,Retail Store,3,55.95,167.85,117.48,50.37,2025,1,Jan,1,30.01
2025-01-03,North,Electronics,Online,2,165.72,331.44,253.69,77.75,2025,1,Jan,1,23.46
2025-01-03,North,Home & Kitchen,Distributor,2,70.34,140.68,98.3,42.38,2025,1,Jan,1,30.13
2025-01-03,North,Apparel,Online,5,46.07,230.35,191.28,39.07,2025,1,Jan,1,16.96
2025-01-03,East,Electronics,Retail Store,3,174.48,523.44,446.87,76.57,2025,1,Jan,1,14.63
2025-01-03,South,Home & Kitchen,Retail Store,6,62.8,376.8,312.99,63.81,2025,1,Jan,1,16.93
2025-01-03,North,Electronics,Online,7,160.25,1121.75,962.9,158.85,2025,1,Jan,1,14.16
2025-01-03,South,Electronics,Online,5,162.69,813.45,561.63,251.82,2025,1,Jan,1,30.96
2025-01-03,North,Apparel,Distributor,3,45.9,137.7,91.58,46.12,2025,1,Jan,1,33.49
2025-01-04,West,Home & Kitchen,Retail Store,2,81.62,163.24,141.35,21.89,2025,1,Jan,1,13.41
2025-01-04,North,Groceries,Retail Store,3,27.89,83.67,55.21,28.46,2025,1,Jan,1,34.01
2025-01-04,North,Home & Kitchen,Online,8,83.05,664.4,508.33,156.07,2025,1,Jan,1,23.49
2025-01-04,South,Electronics,Online,10,223.15,2231.5,1629.16,602.34,2025,1,Jan,1,26.99
2025-01-04,West,Groceries,Retail Store,5,23.77,118.85,94.87,23.98,2025,1,Jan,1,20.18
2025-01-04,Central,Electronics,Online,3,227.56,682.68,490.82,191.86,2025,1,Jan,1,28.1
2025-01-04,West,Electronics,Online,1,149.86,149.86,118.99,30.87,2025,1,Jan,1,20.6
2025-01-04,South,Electronics,Distributor,1,192.37,192.37,129.54,62.83,2025,1,Jan,1,32.66
2025-01-04,Central,Apparel,Online,5,40.39,201.95,156.45,45.5,2025,1,Jan,1,22.53
2025-01-04,North,Electronics,Online,9,195.09,1755.81,1202.41,553.4,2025,1,Jan,1,31.52
2025-01-04,Central,Electronics,Retail Store,11,155.21,1707.31,1188.69,518.62,2025,1,Jan,1,30.38
2025-01-04,East,Sports & Fitness,Online,1,54.02,54.02,35.61,18.41,2025,1,Jan,1,34.08
2025-01-04,West,Electronics,Retail Store,4,149.08,596.32,493.7,102.62,2025,1,Jan,1,17.21
2025-01-04,South,Groceries,Distributor,3,25.03,75.09,51.05,24.04,2025,1,Jan,1,32.01
2025-01-04,Central,Sports & Fitness,Online,5,49.23,246.15,191.49,54.66,2025,1,Jan,1,22.21
2025-01-04,East,Home & Kitchen,Retail Store,4,72.22,288.88,208.3,80.58,2025,1,Jan,1,27.89
2025-01-04,South,Electronics,Retail Store,5,181.38,906.9,666.22,240.68,2025,1,Jan,1,26.54
2025-01-04,East,Sports & Fitness,Retail Store,5,66.39,331.95,249.51,82.44,2025,1,Jan,1,24.84
2025-01-04,North,Groceries,Retail Store,5,28.36,141.8,92.49,49.31,2025,1,Jan,1,34.77
2025-01-04,South,Groceries,Retail Store,3,24.45,73.35,50.88,22.47,2025,1,Jan,1,30.63
2025-01-05,North,Electronics,Online,2,203.67,407.34,326.52,80.82,2025,1,Jan,1,19.84
2025-01-05,North,Electronics,Online,4,156.32,625.28,445.71,179.57,2025,1,Jan,1,28.72
2025-01-05,East,Sports & Fitness,Retail Store,2,60.6,121.2,101.67,19.53,2025,1,Jan,1,16.11
2025-01-05,Central,Home & Kitchen,Retail Store,1,80.03,80.03,65.13,14.9,2025,1,Jan,1,18.62
2025-01-05,Central,Apparel,Distributor,5,50.83,254.15,175.8,78.35,2025,1,Jan,1,30.83
2025-01-05,East,Sports & Fitness,Retail Store,1,65.17,65.17,55.17,10.0,2025,1,Jan,1,15.34
2025-01-05,East,Electronics,Online,1,225.48,225.48,179.46,46.02,2025,1,Jan,1,20.41
2025-01-05,Central,Groceries,Retail Store,2,26.93,53.86,35.05,18.81,2025,1,Jan,1,34.92
2025-01-05,Central,Groceries,Retail Store,3,22.01,66.03,53.17,12.86,2025,1,Jan,1,19.48
2025-01-05,South,Electronics,Online,4,225.18,900.72,662.91,237.81,2025,1,Jan,1,26.4
2025-01-05,North,Apparel,Online,2,54.29,108.58,71.67,36.91,2025,1,Jan,1,33.99
2025-01-05,West,Electronics,Retail Store,5,232.06,1160.3,826.33,333.97,2025,1,Jan,1,28.78
2025-01-05,Central,Home & Kitchen,Online,7,65.55,458.85,351.76,107.09,2025,1,Jan,1,23.34
2025-01-05,North,Electronics,Online,11,225.5,2480.5,1977.29,503.21,2025,1,Jan,1,20.29
2025-01-05,Central,Electronics,Retail Store,1,232.27,232.27,192.61,39.66,2025,1,Jan,1,17.07
2025-01-05,West,Groceries,Online,2,19.66,39.32,29.89,9.43,2025,1,Jan,1,23.98
2025-01-05,East,Apparel,Retail Store,4,39.9,159.6,116.56,43.04,2025,1,Jan,1,26.97
2025-01-05,North,Sports & Fitness,Retail Store,1,67.29,67.29,59.09,8.2,2025,1,Jan,1,12.19
2025-01-05,North,Sports & Fitness,Retail Store,3,57.46,172.38,138.34,34.04,2025,1,Jan,1,19.75
2025-01-05,East,Sports & Fitness,Retail Store,1,51.44,51.44,41.48,9.96,2025,1,Jan,1,19.36
2025-01-05,Central,Groceries,Distributor,1,22.74,22.74,19.24,3.5,2025,1,Jan,1,15.39
2025-01-05,South,Sports & Fitness,Online,2,48.5,97.0,77.03,19.97,2025,1,Jan,1,20.59
2025-01-06,Central,Apparel,Online,2,43.41,86.82,69.8,17.02,2025,1,Jan,1,19.6
2025-01-06,West,Home & Kitchen,Online,7,56.62,396.34,273.31,123.03,2025,1,Jan,1,31.04
2025-01-06,Central,Groceries,Online,3,25.75,77.25,55.4,21.85,2025,1,Jan,1,28.28
2025-01-06,East,Electronics,Online,7,212.01,1484.07,1241.14,242.93,2025,1,Jan,1,16.37
2025-01-06,South,Apparel,Retail Store,7,40.69,284.83,217.56,67.27,2025,1,Jan,1,23.62
2025-01-06,South,Groceries,Retail Store,4,17.6,70.4,48.05,22.35,2025,1,Jan,1,31.75
2025-01-06,West,Electronics,Online,4,160.2,640.8,541.51,99.29,2025,1,Jan,1,15.49
2025-01-06,East,Apparel,Online,1,51.51,51.51,40.65,10.86,2025,1,Jan,1,21.08
2025-01-06,West,Electronics,Online,3,216.94,650.82,500.79,150.03,2025,1,Jan,1,23.05
2025-01-06,Central,Electronics,Online,8,190.05,1520.4,1137.44,382.96,2025,1,Jan,1,25.19
2025-01-06,West,Electronics,Online,3,167.91,503.73,386.51,117.22,2025,1,Jan,1,23.27
2025-01-06,East,Groceries,Retail Store,3,27.09,81.27,59.3,21.97,2025,1,Jan,1,27.03
2025-01-06,Central,Electronics,Online,6,176.07,1056.42,697.08,359.34,2025,1,Jan,1,34.01
2025-01-06,North,Groceries,Distributor,1,28.09,28.09,24.16,3.93,2025,1,Jan,1,13.99
2025-01-06,South,Apparel,Retail Store,3,50.77,152.31,125.36,26.95,2025,1,Jan,1,17.69
2025-01-06,West,Electronics,Retail Store,1,219.54,219.54,189.98,29.56,2025,1,Jan,1,13.46
2025-01-06,Central,Apparel,Retail Store,3,57.4,172.2,129.09,43.11,2025,1,Jan,1,25.03
2025-01-06,East,Electronics,Retail Store,1,176.92,176.92,132.82,44.1,2025,1,Jan,1,24.93
2025-01-07,South,Groceries,Retail Store,12,25.16,301.92,247.77,54.15,2025,1,Jan,1,17.94
2025-01-07,West,Apparel,Retail Store,1,55.51,55.51,37.47,18.04,2025,1,Jan,1,32.5
2025-01-07,West,Sports & Fitness,Retail Store,4,62.15,248.6,166.78,81.82,2025,1,Jan,1,32.91
2025-01-07,South,Apparel,Retail Store,3,52.33,156.99,126.84,30.15,2025,1,Jan,1,19.21
2025-01-07,East,Electronics,Distributor,4,178.32,713.28,606.32,106.96,2025,1,Jan,1,15.0
2025-01-07,Central,Home & Kitchen,Online,2,68.9,137.8,90.08,47.72,2025,1,Jan,1,34.63
2025-01-07,North,Groceries,Distributor,1,27.81,27.81,20.85,6.96,2025,1,Jan,1,25.03
2025-01-07,South,Electronics,Distributor,1,151.88,151.88,125.59,26.29,2025,1,Jan,1,17.31
2025-01-07,East,Apparel,Retail Store,5,41.88,209.4,145.3,64.1,2025,1,Jan,1,30.61
2025-01-07,South,Home & Kitchen,Online,2,54.52,109.04,92.79,16.25,2025,1,Jan,1,14.9
2025-01-07,West,Electronics,Distributor,4,209.73,838.92,680.34,158.58,2025,1,Jan,1,18.9
2025-01-07,North,Groceries,Online,1,19.08,19.08,16.65,2.43,2025,1,Jan,1,12.74
2025-01-07,East,Electronics,Distributor,4,204.96,819.84,664.35,155.49,2025,1,Jan,1,18.97
2025-01-07,South,Apparel,Retail Store,2,42.86,85.72,70.56,15.16,2025,1,Jan,1,17.69
2025-01-07,West,Electronics,Online,3,179.74,539.22,362.31,176.91,2025,1,Jan,1,32.81
2025-01-07,North,Apparel,Retail Store,2,50.99,101.98,79.36,22.62,2025,1,Jan,1,22.18
2025-01-07,South,Groceries,Distributor,4,24.99,99.96,75.95,24.01,2025,1,Jan,1,24.02
